
2017-08-10 23:44:09,138 proc_top starting

2017-08-10 23:44:19,139
   pid name                  utime  stime  pct
   921 (pixrc_udp)               5     33   4%
   919 (python)                 29      5   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  7      0   1%
   924 (telem_up)                1      5   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:20:59,139
   pid name                  utime  stime  pct
   923 (telem_down)             35    246  28%
   935 (python)                168     23  19%
   938 (python)                 85     31  12%
  1696 (kworker/0:2)             0     80   8%
   936 (python)                 46      6   5%
  1275 (kworker/0:0)             0     50   5%
   931 (vidsrc:src)             30     11   4%
   908 (dataflash_logge)        11     29   4%
   921 (pixrc_udp)               4     36   4%
   919 (python)                 31      3   3%
    24 (ipu1_task)               0     11   1%
   924 (telem_up)                0      7   1%
   937 (python)                  7      0   1%
   926 (pixrc_ser)               0      6   1%

2017-08-11 00:21:09,139
   pid name                  utime  stime  pct
   923 (telem_down)             45    222  27%
   935 (python)                171     26  20%
  1696 (kworker/0:2)             0    126  13%
   938 (python)                 82     37  12%
   936 (python)                 40     12   5%
   931 (vidsrc:src)             25     15   4%
   908 (dataflash_logge)         9     29   4%
   921 (pixrc_udp)               5     33   4%
   919 (python)                 28      6   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  5      1   1%
   926 (pixrc_ser)               0      5   1%
   924 (telem_up)                0      5   1%

2017-08-11 00:21:19,139
   pid name                  utime  stime  pct
   923 (telem_down)             44    224  27%
   935 (python)                169     18  19%
  1696 (kworker/0:2)             0    125  13%
   938 (python)                 69     48  12%
   936 (python)                 37     15   5%
   931 (vidsrc:src)             22     18   4%
   908 (dataflash_logge)        10     29   4%
   921 (pixrc_udp)               4     33   4%
   919 (python)                 27      7   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  5      2   1%
   924 (telem_up)                0      6   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:21:29,139
   pid name                  utime  stime  pct
   923 (telem_down)             45    210  26%
   935 (python)                176      8  18%
  1696 (kworker/0:2)             0    120  12%
   938 (python)                 85     28  11%
   936 (python)                 42     10   5%
   931 (vidsrc:src)             23     17   4%
   908 (dataflash_logge)        12     25   4%
   921 (pixrc_udp)               5     32   4%
   919 (python)                 33      1   3%
    24 (ipu1_task)               0     11   1%
   937 (python)                  7      0   1%
   926 (pixrc_ser)               0      6   1%
   924 (telem_up)                1      5   1%

2017-08-11 00:21:39,139
   pid name                  utime  stime  pct
   923 (telem_down)             36    244  28%
   935 (python)                187     13  20%
  1696 (kworker/0:2)             0    131  13%
   938 (python)                 91     30  12%
   936 (python)                 43      9   5%
   931 (vidsrc:src)             23     18   4%
   908 (dataflash_logge)        11     29   4%
   921 (pixrc_udp)               6     32   4%
   919 (python)                 32      2   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  7      0   1%
   924 (telem_up)                0      6   1%
    71 (mmcqd/0)                 0      5   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:21:49,139
   pid name                  utime  stime  pct
   923 (telem_down)             33    222  26%
   935 (python)                158     17  18%
  1696 (kworker/0:2)             0    119  12%
   938 (python)                 81     28  11%
   936 (python)                 41     10   5%
   931 (vidsrc:src)             24     16   4%
   921 (pixrc_udp)               4     34   4%
   908 (dataflash_logge)        12     25   4%
   919 (python)                 29      5   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  6      0   1%
   926 (pixrc_ser)               0      5   1%
   924 (telem_up)                1      4   1%

2017-08-11 00:21:59,139
   pid name                  utime  stime  pct
   923 (telem_down)             31    239  27%
   935 (python)                179     14  19%
  1696 (kworker/0:2)             0    126  13%
   938 (python)                 83     34  12%
   936 (python)                 40     12   5%
   931 (vidsrc:src)             27     13   4%
   908 (dataflash_logge)        11     28   4%
   921 (pixrc_udp)               5     33   4%
   919 (python)                 32      3   4%
    24 (ipu1_task)               0     11   1%
   926 (pixrc_ser)               1      5   1%
   924 (telem_up)                0      6   1%
   937 (python)                  6      0   1%

2017-08-11 00:22:09,139
   pid name                  utime  stime  pct
   923 (telem_down)             46    224  27%
   935 (python)                184     10  19%
  1696 (kworker/0:2)             0    126  13%
   938 (python)                 95     23  12%
   936 (python)                 40     12   5%
   931 (vidsrc:src)             23     18   4%
   908 (dataflash_logge)        12     27   4%
   921 (pixrc_udp)               5     34   4%
   919 (python)                 32      2   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  7      0   1%
   924 (telem_up)                2      4   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:22:19,139
   pid name                  utime  stime  pct
   923 (telem_down)             31    223  25%
   935 (python)                176     14  19%
  1696 (kworker/0:2)             0    119  12%
   938 (python)                 76     39  12%
   936 (python)                 40     10   5%
   931 (vidsrc:src)             22     18   4%
   921 (pixrc_udp)               6     31   4%
   908 (dataflash_logge)         7     29   4%
   919 (python)                 31      3   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  6      0   1%
   926 (pixrc_ser)               0      5   1%
   924 (telem_up)                1      4   1%

2017-08-11 00:22:29,139
   pid name                  utime  stime  pct
   923 (telem_down)             51    235  29%
   935 (python)                175     17  19%
  1696 (kworker/0:2)             0    133  13%
   938 (python)                 77     41  12%
   936 (python)                 42     10   5%
   908 (dataflash_logge)        15     27   4%
   931 (vidsrc:src)             19     22   4%
   921 (pixrc_udp)               6     33   4%
   919 (python)                 34      1   4%
    24 (ipu1_task)               0     11   1%
   937 (python)                  6      1   1%
   926 (pixrc_ser)               0      6   1%
   924 (telem_up)                0      6   1%

2017-08-11 00:22:39,139
   pid name                  utime  stime  pct
   923 (telem_down)             29    230  26%
   935 (python)                174     18  19%
  1696 (kworker/0:2)             0    121  12%
   938 (python)                 86     29  12%
   936 (python)                 40     11   5%
   931 (vidsrc:src)             25     16   4%
   921 (pixrc_udp)               5     34   4%
   908 (dataflash_logge)        10     27   4%
   919 (python)                 30      5   4%
    24 (ipu1_task)               0     10   1%
   924 (telem_up)                1      5   1%
   937 (python)                  6      0   1%
   926 (pixrc_ser)               2      3   1%

2017-08-11 00:22:49,139
   pid name                  utime  stime  pct
   923 (telem_down)             48    235  28%
   935 (python)                185     12  20%
  1696 (kworker/0:2)             0    132  13%
   938 (python)                 86     34  12%
   936 (python)                 47      5   5%
   908 (dataflash_logge)        12     29   4%
   931 (vidsrc:src)             25     16   4%
   921 (pixrc_udp)               4     34   4%
   919 (python)                 29      5   3%
    24 (ipu1_task)               0     11   1%
   937 (python)                  6      1   1%
   924 (telem_up)                3      3   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:22:59,139
   pid name                  utime  stime  pct
   923 (telem_down)             40    233  27%
   935 (python)                177     16  19%
  1696 (kworker/0:2)             0    128  13%
   938 (python)                 87     30  12%
   936 (python)                 43      8   5%
   931 (vidsrc:src)             25     15   4%
   908 (dataflash_logge)         9     30   4%
   921 (pixrc_udp)               4     34   4%
   919 (python)                 30      3   3%
    24 (ipu1_task)               0     10   1%
   926 (pixrc_ser)               0      7   1%
   937 (python)                  6      0   1%
   924 (telem_up)                0      5   1%

2017-08-11 00:23:09,139
   pid name                  utime  stime  pct
   923 (telem_down)             28    255  28%
   935 (python)                188     14  20%
  1696 (kworker/0:2)             0    132  13%
   938 (python)                 90     32  12%
   936 (python)                 46      7   5%
   908 (dataflash_logge)         9     32   4%
   931 (vidsrc:src)             24     17   4%
   921 (pixrc_udp)               4     35   4%
   919 (python)                 30      5   4%
    24 (ipu1_task)               0     10   1%
   937 (python)                  6      1   1%
   924 (telem_up)                1      5   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:23:19,139
   pid name                  utime  stime  pct
   923 (telem_down)             34    230  26%
   935 (python)                182     10  19%
  1696 (kworker/0:2)             0    124  12%
   938 (python)                 81     35  12%
   936 (python)                 41     10   5%
   931 (vidsrc:src)             26     15   4%
   908 (dataflash_logge)        16     22   4%
   921 (pixrc_udp)               5     32   4%
   919 (python)                 30      4   3%
    24 (ipu1_task)               0     11   1%
   937 (python)                  6      1   1%
   924 (telem_up)                3      3   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:23:29,139
   pid name                  utime  stime  pct
   923 (telem_down)             16    204  22%
   935 (python)                151     15  17%
   938 (python)                 75     28  10%
  1696 (kworker/0:2)             0    103  10%
   936 (python)                 43      6   5%
   931 (vidsrc:src)             26     14   4%
   921 (pixrc_udp)               3     32   4%
   919 (python)                 30      2   3%
   908 (dataflash_logge)        10     21   3%
    24 (ipu1_task)               0     10   1%
   910 (vidlaunch)               3      7   1%
   937 (python)                  6      0   1%
   926 (pixrc_ser)               0      5   1%
   924 (telem_up)                0      5   1%

2017-08-11 00:23:39,139
   pid name                  utime  stime  pct
   923 (telem_down)             39    251  29%
   935 (python)                165     15  18%
  1696 (kworker/0:2)             0    133  13%
   938 (python)                 79     32  11%
   936 (python)                 45      8   5%
   908 (dataflash_logge)        17     26   4%
   931 (vidsrc:src)             25     18   4%
   921 (pixrc_udp)               5     36   4%
   919 (python)                 36      0   4%
   924 (telem_up)                2     10   1%
    24 (ipu1_task)               0     10   1%
   910 (vidlaunch)               2      6   1%
   937 (python)                  6      1   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:23:49,139
   pid name                  utime  stime  pct
   923 (telem_down)             35    225  26%
   935 (python)                168     14  18%
   938 (python)                 82     28  11%
  1696 (kworker/0:2)             0    110  11%
   936 (python)                 43      9   5%
   931 (vidsrc:src)             28     12   4%
   908 (dataflash_logge)        11     27   4%
   921 (pixrc_udp)              10     27   4%
   919 (python)                 29      4   3%
  1275 (kworker/0:0)             0     13   1%
    24 (ipu1_task)               0     10   1%
   924 (telem_up)                2      4   1%
   937 (python)                  6      0   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:23:59,139
   pid name                  utime  stime  pct
   923 (telem_down)             27    228  26%
   935 (python)                168     18  19%
  1696 (kworker/0:2)             0    119  12%
   938 (python)                 80     33  11%
   936 (python)                 41     10   5%
   931 (vidsrc:src)             29     11   4%
   921 (pixrc_udp)               8     30   4%
   908 (dataflash_logge)        14     23   4%
   919 (python)                 31      3   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  7      0   1%
   926 (pixrc_ser)               1      5   1%
   924 (telem_up)                0      5   1%

2017-08-11 00:24:09,139
   pid name                  utime  stime  pct
   923 (telem_down)             37    235  27%
   935 (python)                177     21  20%
  1696 (kworker/0:2)             0    127  13%
   938 (python)                 82     38  12%
   936 (python)                 35     16   5%
   931 (vidsrc:src)             25     15   4%
   908 (dataflash_logge)        13     26   4%
   921 (pixrc_udp)               5     33   4%
   919 (python)                 33      1   3%
    24 (ipu1_task)               0     11   1%
   924 (telem_up)                1      5   1%
   937 (python)                  5      1   1%
    71 (mmcqd/0)                 0      5   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:24:19,139
   pid name                  utime  stime  pct
   923 (telem_down)             42    248  29%
   935 (python)                180     13  19%
  1696 (kworker/0:2)             0    134  13%
   938 (python)                 83     34  12%
   936 (python)                 41     12   5%
   908 (dataflash_logge)        12     31   4%
   931 (vidsrc:src)             23     19   4%
   921 (pixrc_udp)               5     35   4%
   919 (python)                 33      3   4%
    24 (ipu1_task)               0     10   1%
   937 (python)                  5      2   1%
   924 (telem_up)                0      6   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:24:29,139
   pid name                  utime  stime  pct
   923 (telem_down)             36    214  25%
   935 (python)                174     13  19%
  1696 (kworker/0:2)             0    117  12%
   938 (python)                 89     25  11%
   936 (python)                 43      8   5%
   931 (vidsrc:src)             21     18   4%
   921 (pixrc_udp)               4     34   4%
   908 (dataflash_logge)         7     29   4%
   919 (python)                 26      7   3%
    24 (ipu1_task)               0     10   1%
   926 (pixrc_ser)               0      6   1%
   924 (telem_up)                0      6   1%
   937 (python)                  5      1   1%
    71 (mmcqd/0)                 0      5   1%

2017-08-11 00:24:39,139
   pid name                  utime  stime  pct
   923 (telem_down)             43    205  25%
   935 (python)                165     20  19%
   938 (python)                 90     22  11%
  1275 (kworker/0:0)             0     88   9%
   936 (python)                 43      7   5%
   931 (vidsrc:src)             22     17   4%
   921 (pixrc_udp)               6     31   4%
   908 (dataflash_logge)        13     22   4%
   919 (python)                 30      3   3%
  1696 (kworker/0:2)             0     28   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  5      2   1%
   926 (pixrc_ser)               0      5   1%
   924 (telem_up)                1      4   1%

2017-08-11 00:24:49,139
   pid name                  utime  stime  pct
   923 (telem_down)             27    245  27%
   935 (python)                170     15  19%
  1696 (kworker/0:2)             0    127  13%
   938 (python)                 82     31  11%
   936 (python)                 43      9   5%
   931 (vidsrc:src)             28     13   4%
   908 (dataflash_logge)        12     27   4%
   921 (pixrc_udp)               7     32   4%
   919 (python)                 31      5   4%
    24 (ipu1_task)               0     11   1%
   937 (python)                  6      1   1%
   924 (telem_up)                1      5   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:24:59,139
   pid name                  utime  stime  pct
   923 (telem_down)             38    223  26%
   935 (python)                183     16  20%
  1696 (kworker/0:2)             0    121  12%
   938 (python)                 88     32  12%
   936 (python)                 41     10   5%
   931 (vidsrc:src)             28     12   4%
   908 (dataflash_logge)        11     26   4%
   921 (pixrc_udp)               3     34   4%
   919 (python)                 32      2   3%
    24 (ipu1_task)               0     10   1%
   924 (telem_up)                0      6   1%
   937 (python)                  6      0   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:25:09,139
   pid name                  utime  stime  pct
   923 (telem_down)             33    210  24%
   935 (python)                162     12  17%
  1696 (kworker/0:2)             0    113  11%
   938 (python)                 74     33  11%
   936 (python)                 39     12   5%
   931 (vidsrc:src)             20     19   4%
   921 (pixrc_udp)               3     34   4%
   908 (dataflash_logge)         8     28   4%
   919 (python)                 33      1   3%
    24 (ipu1_task)               0     10   1%
   924 (telem_up)                2      5   1%
   937 (python)                  6      1   1%
   926 (pixrc_ser)               0      6   1%

2017-08-11 00:25:19,139
   pid name                  utime  stime  pct
   923 (telem_down)             33    225  26%
   935 (python)                184     16  20%
   938 (python)                 85     36  12%
  1696 (kworker/0:2)             0    121  12%
   936 (python)                 40     11   5%
   931 (vidsrc:src)             23     17   4%
   908 (dataflash_logge)         6     31   4%
   921 (pixrc_udp)               4     33   4%
   919 (python)                 32      2   3%
    24 (ipu1_task)               0     11   1%
   924 (telem_up)                2      4   1%
   937 (python)                  6      0   1%
   926 (pixrc_ser)               2      3   1%

2017-08-11 00:25:29,139
   pid name                  utime  stime  pct
   923 (telem_down)             50    234  28%
   935 (python)                181     13  19%
  1696 (kworker/0:2)             0    132  13%
   938 (python)                 81     38  12%
   936 (python)                 38     14   5%
   931 (vidsrc:src)             19     23   4%
   908 (dataflash_logge)         9     32   4%
   921 (pixrc_udp)               8     30   4%
   919 (python)                 32      3   4%
    24 (ipu1_task)               0     10   1%
   924 (telem_up)                1      5   1%
   937 (python)                  5      1   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:25:39,139
   pid name                  utime  stime  pct
   923 (telem_down)             36    235  27%
   935 (python)                176     15  19%
  1696 (kworker/0:2)             0    126  13%
   938 (python)                 81     37  12%
   936 (python)                 47      5   5%
   931 (vidsrc:src)             25     16   4%
   908 (dataflash_logge)        11     29   4%
   921 (pixrc_udp)               5     34   4%
   919 (python)                 32      3   4%
    24 (ipu1_task)               0     11   1%
   937 (python)                  5      2   1%
   924 (telem_up)                3      3   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:25:49,145
   pid name                  utime  stime  pct
   923 (telem_down)             24    236  26%
   935 (python)                180     16  20%
  1696 (kworker/0:2)             0    122  12%
   938 (python)                 91     27  12%
   936 (python)                 43      8   5%
   931 (vidsrc:src)             25     15   4%
   908 (dataflash_logge)        18     19   4%
   921 (pixrc_udp)              11     26   4%
   919 (python)                 32      2   3%
    24 (ipu1_task)               0     10   1%
   926 (pixrc_ser)               1      5   1%
   937 (python)                  5      1   1%
   924 (telem_up)                1      4   1%

2017-08-11 00:25:59,139
   pid name                  utime  stime  pct
   923 (telem_down)             43    213  26%
   935 (python)                170     15  19%
  1696 (kworker/0:2)             0    120  12%
   938 (python)                 84     29  11%
   936 (python)                 36     14   5%
   931 (vidsrc:src)             33      7   4%
   921 (pixrc_udp)               5     33   4%
   908 (dataflash_logge)        12     25   4%
   919 (python)                 30      4   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  7      0   1%
   924 (telem_up)                1      5   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:26:09,139
   pid name                  utime  stime  pct
   923 (telem_down)             37    234  27%
   935 (python)                168     16  18%
  1696 (kworker/0:2)             0    127  13%
   938 (python)                 86     29  12%
   936 (python)                 39     14   5%
   931 (vidsrc:src)             28     13   4%
   908 (dataflash_logge)        12     27   4%
   921 (pixrc_udp)               5     33   4%
   919 (python)                 31      4   4%
    24 (ipu1_task)               0     11   1%
   924 (telem_up)                0      6   1%
   937 (python)                  5      1   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:26:19,139
   pid name                  utime  stime  pct
   923 (telem_down)             28    251  28%
   935 (python)                175     16  19%
  1696 (kworker/0:2)             0    130  13%
   938 (python)                 87     29  12%
   936 (python)                 46      6   5%
   908 (dataflash_logge)        12     28   4%
   931 (vidsrc:src)             21     19   4%
   921 (pixrc_udp)               9     30   4%
   919 (python)                 31      3   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  5      2   1%
   924 (telem_up)                2      4   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:26:29,139
   pid name                  utime  stime  pct
   923 (telem_down)             30    232  26%
   935 (python)                170     18  19%
   938 (python)                 76     39  12%
  1275 (kworker/0:0)             0     83   8%
   936 (python)                 37     15   5%
   931 (vidsrc:src)             25     16   4%
  1696 (kworker/0:2)             0     41   4%
   908 (dataflash_logge)        12     26   4%
   921 (pixrc_udp)               3     35   4%
   919 (python)                 20     15   4%
    24 (ipu1_task)               0     10   1%
   924 (telem_up)                0      7   1%
   926 (pixrc_ser)               0      6   1%
   937 (python)                  6      0   1%

2017-08-11 00:26:39,139
   pid name                  utime  stime  pct
   923 (telem_down)             36    244  28%
   935 (python)                179     19  20%
   938 (python)                 85     36  12%
  1275 (kworker/0:0)             0    117  12%
   936 (python)                 33     18   5%
   908 (dataflash_logge)         6     35   4%
   931 (vidsrc:src)             35      6   4%
   921 (pixrc_udp)              23     17   4%
   919 (python)                 27      8   4%
  1696 (kworker/0:2)             0     13   1%
    24 (ipu1_task)               0     11   1%
   937 (python)                  5      2   1%
   926 (pixrc_ser)               2      3   1%
   924 (telem_up)                0      5   1%

2017-08-11 00:26:49,139
   pid name                  utime  stime  pct
   923 (telem_down)             41    222  26%
   935 (python)                180     16  20%
   938 (python)                 83     35  12%
  1275 (kworker/0:0)             0    110  11%
   936 (python)                 39     12   5%
   931 (vidsrc:src)             31     10   4%
   921 (pixrc_udp)              10     30   4%
   908 (dataflash_logge)         9     29   4%
   919 (python)                 18     17   4%
  1696 (kworker/0:2)             0     12   1%
    24 (ipu1_task)               0     10   1%
   937 (python)                  6      1   1%
   924 (telem_up)                2      4   1%
   926 (pixrc_ser)               3      2   1%

2017-08-11 00:26:59,139
   pid name                  utime  stime  pct
   923 (telem_down)             17    234  25%
   935 (python)                164     20  18%
  1696 (kworker/0:2)             0    118  12%
   938 (python)                 75     39  11%
   936 (python)                 41     10   5%
   931 (vidsrc:src)             23     17   4%
   921 (pixrc_udp)               0     39   4%
   908 (dataflash_logge)         8     28   4%
   919 (python)                 11     23   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  5      1   1%
   926 (pixrc_ser)               0      5   1%
   924 (telem_up)                0      5   1%

2017-08-11 00:27:09,139
   pid name                  utime  stime  pct
   923 (telem_down)             33    220  25%
   935 (python)                180     16  20%
   938 (python)                 81     36  12%
  1696 (kworker/0:2)             0     60   6%
  1275 (kworker/0:0)             0     59   6%
   936 (python)                 36     15   5%
   931 (vidsrc:src)             26     13   4%
   921 (pixrc_udp)               9     29   4%
   908 (dataflash_logge)         9     27   4%
   919 (python)                 14     19   3%
    24 (ipu1_task)               0     11   1%
   937 (python)                  5      2   1%
   926 (pixrc_ser)               0      6   1%
   924 (telem_up)                1      5   1%

2017-08-11 00:27:19,139
   pid name                  utime  stime  pct
   923 (telem_down)             38    247  29%
   935 (python)                173     13  19%
  1696 (kworker/0:2)             0    133  13%
   938 (python)                 82     33  12%
   936 (python)                 39     13   5%
   931 (vidsrc:src)             19     26   5%
   908 (dataflash_logge)        12     30   4%
   921 (pixrc_udp)               0     42   4%
   919 (python)                 25      9   3%
   910 (vidlaunch)               4      7   1%
    24 (ipu1_task)               0      9   1%
   924 (telem_up)                1      5   1%
   937 (python)                  6      0   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:27:29,139
   pid name                  utime  stime  pct
   923 (telem_down)             32    236  27%
   935 (python)                178     19  20%
  1275 (kworker/0:0)             0    125  13%
   938 (python)                 79     39  12%
   936 (python)                 48      4   5%
   921 (pixrc_udp)               0     41   4%
   931 (vidsrc:src)             24     16   4%
   908 (dataflash_logge)        13     25   4%
   919 (python)                 22     12   3%
    24 (ipu1_task)               0     11   1%
   937 (python)                  6      1   1%
   924 (telem_up)                1      5   1%
   926 (pixrc_ser)               3      2   1%

2017-08-11 00:27:39,139
   pid name                  utime  stime  pct
   923 (telem_down)             36    228  26%
   935 (python)                179     17  20%
   938 (python)                 85     34  12%
  1275 (kworker/0:0)             0     85   9%
   936 (python)                 40     11   5%
   921 (pixrc_udp)               0     48   5%
   931 (vidsrc:src)             24     15   4%
   908 (dataflash_logge)        14     24   4%
  1696 (kworker/0:2)             0     38   4%
   919 (python)                 28      5   3%
    24 (ipu1_task)               0     10   1%
   926 (pixrc_ser)               0      6   1%
   937 (python)                  5      1   1%
   924 (telem_up)                0      5   1%

2017-08-11 00:27:49,139
   pid name                  utime  stime  pct
   923 (telem_down)             33    234  27%
   935 (python)                171     23  19%
   938 (python)                 87     32  12%
  1696 (kworker/0:2)             0    113  11%
   936 (python)                 42     10   5%
   921 (pixrc_udp)               0     43   4%
   931 (vidsrc:src)             23     18   4%
   908 (dataflash_logge)        11     28   4%
   919 (python)                 30      4   3%
  1275 (kworker/0:0)             0     11   1%
    24 (ipu1_task)               0     10   1%
   937 (python)                  7      0   1%
   924 (telem_up)                1      5   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:27:59,140
   pid name                  utime  stime  pct
   923 (telem_down)             40    225  27%
   935 (python)                179     20  20%
  1275 (kworker/0:0)             0    124  12%
   938 (python)                 85     35  12%
   936 (python)                 42      9   5%
   931 (vidsrc:src)             26     14   4%
   908 (dataflash_logge)        11     27   4%
   921 (pixrc_udp)               0     36   4%
   919 (python)                 29      5   3%
    24 (ipu1_task)               0     11   1%
   924 (telem_up)                1      5   1%
   937 (python)                  5      1   1%
   926 (pixrc_ser)               1      4   1%

2017-08-11 00:28:09,139
   pid name                  utime  stime  pct
   923 (telem_down)             23    244  27%
   935 (python)                159     33  19%
  1275 (kworker/0:0)             0    124  12%
   938 (python)                 77     39  12%
   936 (python)                 35     16   5%
   931 (vidsrc:src)             21     20   4%
   908 (dataflash_logge)        11     28   4%
   921 (pixrc_udp)              33      0   3%
   919 (python)                 26      7   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  5      2   1%
   926 (pixrc_ser)               0      6   1%
    71 (mmcqd/0)                 0      5   1%
   924 (telem_up)                0      5   1%

2017-08-11 00:28:19,139
   pid name                  utime  stime  pct
   923 (telem_down)             23    242  27%
   935 (python)                129     64  19%
  1275 (kworker/0:0)             0    124  12%
   938 (python)                 54     63  12%
   936 (python)                 31     20   5%
   931 (vidsrc:src)             11     29   4%
   908 (dataflash_logge)        11     27   4%
   921 (pixrc_udp)               6     31   4%
   919 (python)                 27      7   3%
    24 (ipu1_task)               0     11   1%
   924 (telem_up)                2      4   1%
   937 (python)                  5      1   1%
   926 (pixrc_ser)               1      4   1%

2017-08-11 00:28:29,139
   pid name                  utime  stime  pct
   923 (telem_down)             35    236  27%
   935 (python)                168     28  20%
  1275 (kworker/0:0)             0    126  13%
   938 (python)                 83     35  12%
   936 (python)                 40     11   5%
   931 (vidsrc:src)             27     13   4%
   908 (dataflash_logge)         9     30   4%
   921 (pixrc_udp)               7     31   4%
   919 (python)                 28      5   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  5      2   1%
   924 (telem_up)                1      5   1%
   926 (pixrc_ser)               0      5   1%

2017-08-11 00:28:39,139
   pid name                  utime  stime  pct
   923 (telem_down)             29    228  26%
   935 (python)                175     13  19%
  1275 (kworker/0:0)             0    119  12%
   938 (python)                 93     21  11%
   936 (python)                 44      7   5%
   931 (vidsrc:src)             27     13   4%
   908 (dataflash_logge)        15     22   4%
   921 (pixrc_udp)               6     30   4%
   919 (python)                 29      4   3%
    24 (ipu1_task)               0     11   1%
   937 (python)                  7      0   1%
   926 (pixrc_ser)               0      6   1%
   924 (telem_up)                1      5   1%

2017-08-11 00:28:49,139
   pid name                  utime  stime  pct
   923 (telem_down)             36    206  24%
   935 (python)                178     11  19%
  1275 (kworker/0:0)             0    113  11%
   938 (python)                 89     23  11%
   936 (python)                 43      7   5%
   931 (vidsrc:src)             21     18   4%
   921 (pixrc_udp)               5     32   4%
   908 (dataflash_logge)         7     28   4%
   919 (python)                 27      6   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  4      2   1%
    71 (mmcqd/0)                 0      5   1%
   926 (pixrc_ser)               0      5   1%
   924 (telem_up)                1      4   1%

2017-08-11 00:28:59,139
   pid name                  utime  stime  pct
   923 (telem_down)             37    236  27%
   935 (python)                164     19  18%
   938 (python)                 82     32  11%
   936 (python)                 43      9   5%
   931 (vidsrc:src)             27     14   4%
   908 (dataflash_logge)         6     33   4%
   921 (pixrc_udp)               7     31   4%
   919 (python)                 28      6   3%
  1275 (kworker/0:0)             0     29   3%
  1696 (kworker/0:2)             0     13   1%
    24 (ipu1_task)               0     10   1%
   926 (pixrc_ser)               0      6   1%
   924 (telem_up)                1      5   1%
   937 (python)                  5      1   1%

2017-08-11 00:29:09,139
   pid name                  utime  stime  pct
   923 (telem_down)             45    236  28%
   935 (python)                182     14  20%
  1907 (kworker/0:1)             0    130  13%
   938 (python)                 70     49  12%
   936 (python)                 48      3   5%
   931 (vidsrc:src)             16     28   4%
   908 (dataflash_logge)        14     26   4%
   921 (pixrc_udp)               6     33   4%
   919 (python)                 30      5   4%
   910 (vidlaunch)               1     10   1%
    24 (ipu1_task)               0     10   1%
   937 (python)                  5      2   1%
   924 (telem_up)                1      5   1%
   926 (pixrc_ser)               1      4   1%

2017-08-11 00:29:19,139
   pid name                  utime  stime  pct
   923 (telem_down)             31    233  26%
   935 (python)                177     18  20%
  1907 (kworker/0:1)             0    124  12%
   938 (python)                 89     29  12%
   936 (python)                 43      8   5%
   931 (vidsrc:src)             29     11   4%
   908 (dataflash_logge)        11     28   4%
   921 (pixrc_udp)               5     32   4%
   919 (python)                 28      6   3%
    24 (ipu1_task)               0     11   1%
   937 (python)                  6      0   1%
   926 (pixrc_ser)               1      4   1%
   924 (telem_up)                1      4   1%

2017-08-11 00:29:29,139
   pid name                  utime  stime  pct
   923 (telem_down)             23    245  27%
   935 (python)                179      9  19%
  1696 (kworker/0:2)             0    126  13%
   938 (python)                 86     29  12%
   936 (python)                 40     11   5%
   931 (vidsrc:src)             31     10   4%
   908 (dataflash_logge)        13     25   4%
   921 (pixrc_udp)               5     33   4%
   919 (python)                 29      5   3%
    24 (ipu1_task)               0     10   1%
   937 (python)                  6      1   1%
   924 (telem_up)                1      5   1%
